source,target,occurences
216863,10.1109/CSNDSP.2008.4610759,289
216863,10.1109/JLT.2010.2046475,289
216863,10.1109/TCOMM.2010.04.080103,289
216863,10.1007/s00502-008-0555-7,289
216863,10.1364/JOCN.2.000928,289
216863,10.1109/MNET.2011.5687948,289
216863,10.1109/ICTON.2008.4598673,289
216863,10.1109/ICTON.2008.4598651,289
216863,10.1109/ECOC.2008.4729386,289
216863,10.1109/BROADNETS.2008.4769059,289
216863,10.1109/JLT.2007.916449,289
216863,10.1109/ICTON.2010.5548970,289
216863,10.1109/ICTON.2008.4598643,289
216863,10.1016/j.osn.2010.04.001,289
216863,10.1007/s11107-008-0141-2,289
216863,10.1109/ECOC.2010.5621262,289
216863,10.1109/OECCACOFT.2008.4610605,289
216863,10.1109/ICUMT.2010.5676579,289
216863,10.1109/ICTON.2010.5548955,289
216863,10.1109/ECOC.2008.4729545,289
216863,10.1109/ICTON.2010.5549109,289
216863,10.1109/ECOC.2008.4729576,289
216863,10.1109/ICC.2008.1096,289
216863,10.1109/BROADNETS.2008.4769061,289
216863,10.1109/KINGN.2008.4542295,289
216863,10.1007/s11107-010-0252-4,289
216863,10.1109/GLOCOM.2008.ECP.499,289
216863,10.1016/j.osn.2010.09.001,289
216863,10.1109/ACP.2010.5682503,289
216863,10.1109/ICTON.2008.4598688,289
216863,10.1109/ECOC.2008.4729223,289
216863,10.1109/NETWKS.2008.4763716,289
216863,10.1109/ICTON.2008.4598745,289
216863,10.1109/GLOCOM.2010.5684091,289
216863,10.1109/ICTON.2008.4598686,289
216863,10.1364/OE.18.024344,289
216863,10.1109/LPT.2007.915655,289
216863,10.1109/ICC.2009.5199271,289
216863,10.1109/ICTON.2009.5185213,289
216863,10.1109/JLT.2010.2040945,289
216863,10.1109/LCOMM.2008.081209,289
216863,10.1109/ACP.2010.5682612,289
216863,10.1364/OE.16.012919,289
216863,10.1109/ACP.2010.5682713,289
216863,10.1109/ICTON.2008.4598672,289
216863,10.1109/ICUMT.2010.5676502,289
216863,10.1109/ICC.2008.1017,289
216863,10.1364/JON.8.000014,289
216863,10.1109/PHOTWTM.2010.5421958,289
216863,10.1364/JON.7.000834,289
216863,10.1109/JLT.2010.2098393,289
216863,10.1109/PS.2008.4804185,289
216863,10.1109/OFC.2008.4528634,289
216863,10.1109/LPT.2008.927880,289
216863,10.1109/HPSR.2010.5580279,289
216863,10.1109/CSNDSP.2008.4610770,289
216863,10.1109/ICTON.2008.4598386,289
216863,10.1016/j.comnet.2009.10.018,289
216863,10.1109/ICTON.2008.4598428,289
216863,10.1007/978-3-642-04648-3_1,289
216863,10.1109/ICTON.2008.4598390,289
216863,10.1109/CSNDSP.2008.4610744,289
216863,10.1364/JOCN.3.000087,289
216863,10.1109/ICTON.2008.4598798,289
216863,10.1364/OE.18.021376,289
216863,10.1109/JLT.2010.2091254,289
216863,10.1109/NGI.2010.5534474,289
216863,10.1109/ECOC.2010.5621300,289
216863,10.1109/ECOC.2010.5621379,289
216863,10.1364/OE.18.017897,289
216863,10.1109/ECOC.2008.4729513,289
216863,10.1109/LPT.2008.2005909,289
216863,10.1109/ONDM.2008.4578417,289
216863,10.1109/ICTON.2008.4598369,289
216863,10.1016/j.comnet.2010.10.013,289
216863,10.1007/s12243-010-0194-y,289
278850,10.1002/jlcr.3008,319
278850,10.1007/s11307-014-0765-9,319
278850,10.1007/s40336-015-0155-6,319
278850,10.1016/j.ejmech.2016.09.025,319
278850,10.3389/fcell.2017.00088,319
278850,10.1177/0271678X16686092,319
278850,10.1007/s00429-016-1241-x,319
278850,10.1039/C5RA00720H,319
278850,10.1007/s00259-015-3149-8,319
278850,10.3791/53670,319
278850,28566747,319
278850,27315634,319
278850,10.2310/7290.2015.00007,319
278850,10.1039/C6MD00523C,319
278850,10.1016/j.jconrel.2017.01.010,319
278850,10.1016/j.bpj.2016.12.029,319
278850,PMC3580486,319
278850,10.1039/c3cc49584a,319
278850,10.1007/s00259-016-3311-y,319
278850,10.1016/j.bbi.2015.08.010,319
278850,10.1016/j.apradiso.2015.07.003,319
278850,10.2967/jnumed.116.183020,319
278850,10.1111/jnc.14251,319
278850,10.3389/fneur.2018.00181,319
278850,PMC5956996,319
278850,10.1039/c6cs00310a,319
278850,10.1002/mrm.24990,319
278850,10.1177/1352458516674568,319
278850,10.2967/jnumed.115.158998,319
278850,27672476,319
278850,10.1007/s00259-016-3457-7,319
278850,10.1088/0031-9155/58/19/6931,319
278850,29372324,319
278850,10.1016/j.expneurol.2016.05.023,319
278850,10.1186/scrt312,319
278850,10.1016/j.bpj.2015.06.002,319
278850,10.1016/j.bpc.2013.08.007,319
278850,10.2967/jnumed.113.125625,319
278850,10.1016/j.jalz.2018.02.017,319
278850,10.1177/0271678X16645593,319
278850,10.1007/s11307-013-0626-y,319
278850,10.1002/hipo.22107,319
278850,10.1161/STROKEAHA.111.000495,319
278850,10.1177/1073858414547132,319
278850,10.13039/501100000266,319
278850,10.1007/s40336-015-0146-7,319
278850,10.1007/s00259-015-3172-9,319
278850,10.1021/acschemneuro.7b00272,319
278850,PMC5379906,319
278850,10.1007/s11307-015-0877-x,319
278850,10.1016/j.nucmedbio.2013.09.007,319
278850,10.1016/j.nucmedbio.2015.06.010,319
278850,10.1016/j.ejps.2016.09.026,319
278850,27602389,319
278850,10.1007/s11307-015-0833-9,319
278850,10.1016/J.NEUROBIOLAGING.2012.04.016,319
278850,10.1016/j.jsbmb.2012.12.007,319
278850,10.3389/fnins.2017.00299,319
278850,10.1007/s11419-016-0316-y,319
278850,10.1523/JNEUROSCI.2830-16.2016,319
278850,10.1016/j.biopsych.2017.08.005,319
278850,10.1007/978-3-642-42014-6_8,319
278850,10.1186/s12974-016-0756-7,319
278850,10.1007/978-1-62703-520-0_18,319
278850,10.1073/pnas.1610909114,319
278850,10.1016/j.stem.2015.04.003,319
278850,10.1016/j.mednuc.2016.01.001,319
278850,10.1016/j.brainresbull.2013.01.001,319
278850,26600383,319
278850,10.1038/mp.2016.180,319
278850,29887768,319
278850,PMC5804535,319
278850,10.5281/zenodo.8528,319
278850,PMC3896421,319
278850,10067/1244010151162165141,319
278850,29520366,319
278850,PMC5470081,319
278850,22549622,319
278850,10.2967/jnumed.115.161083,319
278850,10.3233/JAD-160023,319
278850,10.1007/s12017-016-8385-y,319
278850,10.1016/j.bbadis.2015.11.003,319
278850,10.13039/501100004359,319
278850,10.1021/cn400035r,319
278850,PMC4521094,319
278850,10.1016/J.NEUROIMAGE.2018.01.075,319
278850,10.2967/jnumed.116.173013,319
278850,10.1111/epi.12274,319
278850,25031638,319
278850,10.2967/jnumed.116.188250,319
278850,10.1002/jlcr.2992,319
278850,10.1016/j.neuroimage.2013.07.080,319
278850,10.23736/S1824-4785.17.02813-8,319
278850,10.1523/JNEUROSCI.4027-13.2014,319
278850,10.4155/ebo.13.236,319
278850,10.23736/S1824-4785.16.02948-4,319
278850,10.1186/s40478-015-0220-4,319
278850,10.1186/s13195-017-0241-2,319
278850,PMC4300010,319
278850,10.1016/j.neurobiolaging.2012.04.016,319
278850,10.1186/s13195-018-0369-8,319
278850,10.1039/c5cc06032j,319
278850,10.2967/jnumed.112.118794,319
278850,10.1021/acs.jmedchem.5b00932,319
278850,10.1371/journal.pone.0058752,319
278850,10.1016/j.jneumeth.2017.08.005,319
278850,10.1007/s00259-015-3047-0,319
278850,10.1038/s41598-017-04102-z,319
278850,10.1109/ISBI.2013.6556412,319
278850,10067/1425120151162165141,319
278850,27570548,319
278850,PMC4679099,319
278850,PMC4556971,319
278850,26257960,319
278850,10.1038/mp.2016.247,319
278850,PMC3900376,319
278850,PMC4077629,319
278850,10.1002/ana.24909,319
278850,10.3390/ijms18040785,319
278850,10067/1337040151162165141,319
278850,26813969,319
278850,PMC4870295,319
278850,10.1007/s00259-016-3587-y,319
278850,PMC4060384,319
278850,PMC4055571,319
278850,10.1186/1742-2094-10-90,319
278850,10.1021/acs.molpharmaceut.7b00746,319
278850,10.5281/zenodo.438624,319
278850,PMC5041516,319
278850,10067/1289510151162165141,319
278850,10.2967/jnumed.113.131698,319
278850,10.1007/s40336-015-0149-4,319
278850,PMC3824522,319
278850,10.1212/WNL.0000000000005161,319
278850,10.1007/s11307-016-1040-z,319
278850,10067/1352750151162165141,319
278850,10.1016/j.cortex.2016.07.008,319
278850,10.5281/zenodo.167449,319
278850,10.1007/s40336-015-0138-7,319
278850,10.2967/jnumed.115.158519,319
278850,PMC3421099,319
278850,27077069,319
278850,10.5281/zenodo.47752,319
278850,10.1016/j.neurobiolaging.2017.01.010,319
278850,10.1038/jcbfm.2015.174,319
278850,PMC5412386,319
278850,10.1016/j.jalz.2016.08.006,319
278850,10.3390/ijms18050993,319
278850,10.1097/WCO.0000000000000109,319
278850,10.1016/j.ejmech.2015.02.004,319
278850,10.1021/acs.jmedchem.5b01288,319
278850,10.1021/acs.jmedchem.6b01284,319
278850,10.4067/s0716-97602012000300007,319
278850,10.1109/TIP.2014.2353854,319
278850,23300829,319
278850,PMC5716967,319
278850,10.1111/jnc,319
278850,10.1016/j.neurobiolaging.2017.09.006,319
278850,10.1177/0271678X16677990,319
278850,10.1042/BST20150064,319
278850,27401520,319
278850,10.1186/s13195-018-0346-2,319
278850,PMC4162458,319
278850,PMC5115609,319
278850,10.2967/jnumed.114.149955,319
278850,10.1016/J.NBD.2015.09.004,319
278850,10.1016/j.nano.2017.10.002,319
278850,PMC4359287,319
278850,10.4103/1673-5374.230301,319
278850,PMC4904354,319
278850,10.1111/jne.12496,319
278850,10.1111/ejn.13540,319
278850,PMC6071920,319
278850,10.1159/000356333,319
278850,PMC3738844,319
278850,10.1038/mp.2017.108,319
278850,23762335,319
278850,10.1109/EMBC.2012.6347203,319
278850,PMC3495263,319
278850,10.1016/j.bmc.2013.08.019,319
278850,PMC4887541,319
278850,10.1016/j.colsurfb.2016.06.056,319
278850,10.1109/TNS.2015.2399973,319
278850,10.5281/zenodo.8515,319
278850,10067/1137440151162165141,319
278850,10.1002/mrc.3919,319
278850,10.1177/0271678X17712388,319
278850,PMC4026981,319
278850,10.1021/la504428x,319
278850,10.1177/0271678X16685105,319
278850,10067/1263130151162165141,319
278850,10.1016/j.ejmech.2017.04.066,319
278850,10.1002/jlcr.3017,319
278850,PMC4635244,319
278850,27445696,319
278850,10.1007/s11307-018-1201-3,319
278850,10.1158/0008-5472.CAN-16-2628,319
278850,10.1016/j.bbi.2015.07.027,319
278850,10.2174/2211555204666150702160805,319
278850,28374768,319
278850,10.1002/jlcr.3206,319
278850,10.1016/j.nucmedbio.2014.09.006,319
278850,10.1088/0031-9155/58/19/6931,319
278850,PMC4925888,319
278850,10.1186/s13550-017-0284-1,319
278850,10.1007/978-1-4939-7704-8_16,319
278850,10.1021/jm200710b,319
278850,10.3233/JAD-170158,319
278850,10.3233/JAD-132474,319
278850,10.1016/j.cmet.2017.01.006,319
278850,PMC4302702,319
278850,10.1111/ejn.13232,319
278850,10.1038/nature14547,319
278850,10.1016/j.neurobiolaging.2018.05.013,319
278850,10.1017/S1461145714000066,319
278850,10.1002/glia.23040,319
278850,10.1007/s10495-014-0970-7,319
278850,29114179,319
278850,10.1088/0031-9155/58/19/6931,319
278850,28781965,319
278850,10.1186/s13550-018-0424-2,319
278850,10.1007/7854_2012_232,319
278850,10.1016/j.neuroimage.2016.02.042,319
278850,10.1007/s40336-015-0100-8,319
278850,10.1172/JCI66771,319
278850,10.1016/j.bpj.2010.12.3157,319
278850,10.1016/j.ceca.2015.09.007,319
278850,10.1111/nan.12294,319
278850,PMC4412375,319
278850,10.5167/uzh-139597,319
278850,10.1002/mds.25757,319
278850,10.1038/jcbfm.2014.194,319
278850,24567119,319
278850,10.2967/jnumed.114.151621,319
278850,10.1007/s00259-015-3170-y,319
278850,PMC4949388,319
278850,10.2174/15701611113116660168,319
278850,10.1016/j.ejmech.2015.07.033,319
278850,10.1016/j.jnutbio.2013.06.005,319
278850,10067/1253630151162165141,319
278850,10.1523/JNEUROSCI.2900-11.2012,319
278850,10.1002/jlcr.3038,319
278850,10.1177/0023677217695852,319
278850,10.1002/acn3.498,319
278850,10.1042/BST20150015,319
278850,10067/1067940151162165141,319
278850,29593498,319
278850,10.1111/nan.12092,319
278850,10.1021/acschemneuro.5b00107,319
278850,10.1055/s-0042-113849,319
278850,10.3233/JAD-141965,319
278850,10.2967/jnumed.117.197608,319
278850,10.1016/j.nbd.2016.12.015,319
278850,10.1074/jbc.m112.366419,319
278850,10.1111/nan.12489,319
278850,10.3390/molecules23030607,319
278850,PMC6024879,319
278850,10.1016/j.ejpb.2017.04.030,319
278850,10.1016/j.neuroscience.2017.05.019,319
278850,10.1016/j.bbadis.2015.11.011,319
278850,10.2967/jnumed.117.195396,319
278850,PMC5234110,319
278850,10.1016/j.drudis.2014.01.003,319
278850,10.1002/(ISSN)1469-896X,319
278850,10.1007/s11307-017-1099-1,319
278850,10.3389/fcell.2017.00088,319
278850,10.1186/s12974-017-1044-x,319
278850,10.1080/19336950.2017.1300738,319
278850,10.1021/mp500374f,319
278850,10.1016/j.jalz.2017.11.008,319
278850,10.1007/s00259-014-2859-7,319
278850,10.1093/brain/awt142,319
278850,10.1016/j.bbapap.2015.01.003,319
278850,10.1016/j.jconrel.2013.03.022,319
278850,PMC5741931,319
278850,10.1016/j.jneumeth.2015.11.009,319
278850,PMC4416350,319
278850,10.1093/brain/aww017,319
278850,10.18632/oncotarget.2984,319
278850,10.1016/j.ejmech.2017.02.060,319
278850,10.2967/jnumed.115.168732,319
278850,10.1111/nan.12295,319
278850,10.1007/s00115-014-4181-9,319
278850,10.1016/j.bmcl.2014.01.080,319
278850,10067/1254650151162165141,319
278850,10.1242/jcs.138461,319
278850,10.1016/j.bmc.2012.10.050,319
278850,10.1007/978-3-642-42014-6_13,319
278850,10.2967/jnumed.116.183202,319
278850,10.1007/s00429-015-1087-7,319
278850,10.1002/hipo.22258,319
278850,10.1007/s11419-015-0282-9,319
278850,10.1007/s00213-013-2966-3,319
278850,10.1002/jlcr.3010,319
278850,10.13039/501100004359,319
278850,PMC3964285,319
278850,10.1016/j.parkreldis.2012.07.002,319
278850,24599299,319
278850,10.3233/JAD-142952,319
278850,10.1038/s41598-018-24814-0,319
278850,10.3727/096368914X682800,319
278850,10.1007/978-3-319-42202-2,319
278850,PMC5430776,319
278850,10.1212/01.wnl.0000435568.38352.2e,319
278850,10.1007/s12021-016-9322-9,319
278850,10.1088/0031-9155/58/19/6931,319
278850,10.1039/C5NR02695D,319
278850,PMC4379937,319
278850,10.1177/0271678X15608391,319
278850,10.1016/j.drudis.2012.12.007,319
278850,10067/1053100151162165141,319
278850,10.1016/j.nbd.2014.05.014,319
278850,10.1016/j.bbi.2016.01.019,319
278850,10.1007/S40336-015-0137-8,319
278850,10067/1289480151162165141,319
278850,10.1007/s11307-013-0679-y,319
278850,10.1002/jmr.2587,319
278850,10.1177/0271678X16654497,319
278850,10.1016/j.expneurol.2015.03.018,319
720270,10.3389/fphy.2018.00012,299
720270,10.1016/j.procs.2017.05.145,299
720270,10.1176/appi.ajp.2017.16040400,299
720270,29740372,299
720270,10.3389/fnins.2018.00370.,299
720270,10.1371/journal.pcbi.1005737,299
720270,10.1038/srep37384,299
720270,27635636,299
720270,28179882,299
720270,10.1016/j.brs.2017.11.006,299
720270,10.1016/j.neuroimage.2017.02.040,299
720270,PMC5651266,299
720270,10.1103/PhysRevE.94.012209,299
720270,29311886,299
720270,10.3389/fnins.2017.00734.,299
720270,10.1038/srep37823,299
720270,30034334,299
720270,10.1109/ICPPW.2017.25,299
720270,10.1016/j.cub.2018.01.010,299
720270,10.1038/mp.2016.71,299
720270,28970785,299
720270,10.1016/j.cortex.2017.01.008,299
720270,10.1007/s00429-016-1286-x,299
720270,10.1038/s41380-018-0122-5,299
720270,10.1109/PRNI.2017.7981504,299
720270,10.1016/j.neuroimage.2016.04.049,299
720270,28439075,299
720270,PMC5366341,299
720270,10.1109/ISBI.2017.7950666,299
720270,10.1007/978-3-319-50862-7_6,299
720270,10.1371/journal.pone.0179306,299
720270,10.1016/j.cobeha.2016.06.003,299
720270,PMC5834884,299
720270,10.1002/hbm.23706,299
720270,10.1016/j.neuroimage.2016.10.001,299
720270,PMC6060563,299
720270,10.1103/PhysRevE.95.012413,299
720270,27488504,299
720270,10.1016/j.biopsych.2015.10.021,299
720270,10.1093/cercor/bhw010,299
720270,29515381,299
720270,10.1016/j.procs.2017.05.170,299
720270,10.1016/j.neuron.2016.10.046,299
720270,30008663,299
720270,28229889,299
720270,PMC5747178,299
720270,29975096,299
720270,10.1162/NECO_a_00876,299
720270,PMC6070800,299
720270,10.1523/ENEURO.0068-18.2018,299
720270,29387782,299
720270,10.3389/fninf.2018.00032,299
720270,10.7554/eLife.28927.001,299
720270,29421436,299
720270,10.1103/PhysRevE.94.023301,299
720270,29167633,299
720270,10.1038/s41598-017-15100-6,299
720270,PMC5484613,299
720270,26876452,299
720270,10.12688/f1000research.10025.1,299
720270,27375471,299
720270,10.1007/s00429-017-1568-y,299
720270,10.3389/fnana.2018.00001,299
720270,10.1109/TCSII.2016.2531092,299
720270,10.1109/BIOROB.2016.7523593,299
720270,10.1002/hipo.22743,299
720270,10.3389/fncom.2017.00071,299
720270,10.1109/PRNI.2016.7552350,299
720270,10.1016/j.cortex.2018.06.015,299
720270,10.12751/NNCN.BC2018.0045,299
720270,29893753,299
720270,10.1073/pnas.1614109113,299
720270,10.1016/j.tics.2017.12.001,299
720270,10.1103/PhysRevE.93.062303,299
720270,10.13039/501100003329,299
720270,10.1113/JP272317,299
720270,10.1109/PRNI.2016.7552359,299
720270,10.18154/RWTH-2017-07568,299
720270,30005672,299
720270,10.1109/MCSoC.2016.41,299
720270,10.18154/RWTH-2016-09923,299
720270,10.1016/j.bandc.2016.06.007,299
720270,26391742,299
720270,10.1007/978-3-319-42417-0_12,299
720270,27445784,299
720270,28713243,299
720270,29118339,299
720270,10.1016/j.neuroimage.2017.10.005,299
720270,10.1016/j.yfrne.2016.10.001,299
720270,28467917,299
720270,29518572,299
720270,10.1016/j.clinph.2017.03.040,299
720270,10.1016/j.nbd.2016.10.005,299
720270,10.1093/cercor/bhy124,299
720270,10.3389/fninf.2017.00034,299
720270,10.3389/fncom.2017.00041,299
720270,10.1007/978-3-319-50862-7_4,299
720270,10.1523/JNEUROSCI.0230-16.2016,299
720270,29718806,299
720270,10.1093/cercor/bhw191,299
720270,10.1103/PhysRevE.94.042312,299
720270,10.1016/j.neuroimage.2017.02.034,299
720270,28410418,299
720270,PMC6095974,299
720270,10.1007/s10846-016-0412-6,299
720270,28664183,299
720270,PMC5415267,299
720270,10.3389/fninf.2018.00050,299
720270,29665467,299
720270,10.5281/zenodo.583814,299
720270,10.1371/journal.pone.0174918,299
720270,10.1016/j.neuroimage.2017.04.040,299
720270,PMC4985660,299
720270,10.3389/fnana.2018.00056,299
720270,29905873,299
720270,PMC6105658,299
720270,10.1109/ICDE.2016.7498280,299
720270,10.1103/PhysRevE.95.042321,299
720270,10.1093/brain/awx004,299
720270,27797828,299
720270,27799906,299
720270,10.1093/cercor/bhx037,299
720270,PMC4961030,299
720270,10.1016/j.jphysparis.2017.02.005,299
720270,10.1016/j.biopsych.2016.06.014,299
720270,10.18154/RWTH-2017-06701,299
720270,10.1016/B978-0-12-801393-9.00018-9,299
720270,10.18154/RWTH-2018-227369,299
720270,10.3233/978-1-61499-843-3-750,299
720270,10.3389/fninf.2017.00076,299
720270,PMC5104387,299
720270,10.1016/j.micpro.2016.05.015,299
720270,10.1098/rspa.2016.0893,299
720270,10.1126/science.aag0311,299
720270,10.3389/fnins.2016.00496/full,299
720270,10.1523/JNEUROSCI.0563-16.2017,299
720270,10.1016/j.neubiorev.2017.11.012,299
720270,10.1016/j.neuroimage.2017.06.046,299
720270,10.5281/zenodo.1200701,299
720270,10.3389/fninf.2017.00075,299
720270,10.1007/978-3-319-46307-0_8,299
720270,10.1016/j.neuroimage.2016.11.066,299
720270,10.1007/978-3-319-46681-1_49,299
720270,10.1016/j.neuroimage.2017.01.076,299
720270,10.1117/12.2250860,299
720270,10.2298/CSIS150518009O,299
720270,10.1007/978-3-319-39315-5_2,299
720270,10.1007/978-3-662-54345-0_61,299
720270,10.1007/978-3-319-42417-0_31,299
720270,10.1007/s10844-017-0444-9,299
720270,10.1007/978-3-319-40985-6_1,299
720270,10.1101/124875,299
720270,10.1109/NORCHIP.2016.7792875,299
720270,10.1101/281717,299
720270,10.3233/JIN-160001,299
720270,10.1109/IJCNN.2017.7966125,299
720270,10.1016/j.media.2016.06.008,299
720270,10.3233/978-1-61499-843-3-760,299
720270,10.1016/j.neuron.2017.05.013,299
720270,10.1002/hbm.23269,299
720270,10.1063/1.4976510,299
720270,10.1109/ISBI.2016.7493274,299
720270,10.1007/978-3-319-46307-0_16,299
720270,10.1101/230540,299
720270,10.1016/j.cub.2016.06.041,299
720270,10.3389/fninf.2016.00026,299
720270,PMC5526832,299
720270,29948188,299
720270,10.1038/nmeth.4144,299
720270,10.1016/j.cub.2016.03.048,299
720270,10.1016/j.future.2016.07.018,299
720270,10.1142/S0129065716500209,299
720270,10.1364/CANCER.2016.JW3A.23,299
720270,10.1523/JNEUROSCI.2079-16.2016,299
720270,10.1016/j.neuron.2017.03.048,299
720270,10.1117/12.2208603,299
720270,10.1109/SIMPAR.2016.7862386,299
720270,10.1364/BRAIN.2016.BTu4D.4,299
720270,10.1101/193318,299
720270,10.1002/cne.24102,299
720270,10.1007/978-3-319-68445-1_30,299
720270,10.1002/prot.25167,299
720270,10.1016/j.neuroimage.2016.12.023,299
720270,29572625,299
720270,10.1016/j.neuron.2017.04.001,299
720270,10.1021/jacs.6b12950,299
720270,10.1109/ICTAI.2016.0168,299
720270,10.1016/j.knosys.2017.02.014,299
720270,10.1364/FIO.2016.FTh4D.1,299
720270,10.1109/ESSCIRC.2016.7598245,299
720270,10.1007/978-3-319-33245-1_18,299
720270,10.1016/B978-0-12-804042-3.00043-9,299
720270,10.1093/brain/aww246,299
720270,10.1007/978-3-319-46307-0_20,299
720270,10.1101/233619,299
720270,10.1101/278218,299
720270,10.1145/2948674.2948677,299
720270,10.1103/PhysRevE.98.012402,299
720270,10.1038/nrn.2016.143,299
720270,10.1109/PDP2018.2018.00110,299
720270,10.1016/j.neuron.2016.12.004,299
720270,10.1109/TETC.2016.2579605,299
720270,10.1016/j.eswa.2017.03.041,299
720270,10.18154/RWTH-2018-221368,299
720270,10.1007/s00287-017-1031-8,299
720270,10.1016/j.funeco.2015.10.001,299
720270,10.1016/j.chembiol.2016.06.013,299
720270,10.1126/science.aah6066,299
720270,10.1007/s10844-017-0457-4,299
720270,10.1523/ENEURO.0158-15.2016,299
720270,10.1016/j.immuni.2016.04.014,299
720270,10.1038/nn.4500,299
720270,10.1117/12.2208886,299
720270,10.1016/j.neuroimage.2016.06.016,299
720270,10.1007/978-1-4939-6352-2_12,299
720270,10.1101/170555,299
720270,10.1016/j.cub.2016.09.059,299
720270,10.1101/243857,299
720270,10.1088/1751-8121/aad52e,299
720270,27881953,299
720270,28542191,299
720270,PMC5968081,299
720270,PMC5611801,299
720270,10.1038/nn.4371,299
720270,10.1007/978-3-319-42417-0_2,299
720270,10.3389/fnana.2018.00075,299
720270,10.3389/fnins.2016.00419,299
720270,10.1523/JNEUROSCI.2715-16.2017,299
720270,10.1016/j.neuroimage.2017.08.018,299
720270,10.1073/pnas.1510227113,299
720270,PMC4961765,299
720270,28219775,299
720270,10.1142/S0129065717500010,299
720270,PMC5052665,299
720270,28197543,299
720270,29496153,299
720270,10.3389/fnana.2018.00014,299
720270,10.3389/fninf.2017.00038,299
720270,10.1016/j.tics.2017.01.004,299
720270,10.1007/s00429-018-1660-y,299
720270,10.3389/fncir.2017.00069/full,299
720270,10.1093/cercor/bhv225,299
720270,10.7554/eLife.34789,299
720270,29618727,299
720270,10.1016/j.neuroimage.2017.08.035,299
720270,PMC5491215,299
720270,10.5772/intechopen.72532,299
720270,10.1371/journal.pcbi.1006160,299
720270,10.1007/s00429-017-1577-x,299
720270,10.1002/nbm.3779,299
720270,10.1038/s41467-018-02973-y,299
720270,10.1002/2059-7932.12022,299
720270,10.1007/s00429-018-1735-9,299
720270,10.3238/PersNeuro.2017.09.15.06,299
720270,10.1001/jamapsychiatry.2016.2783,299
720270,PMC5226718,299
720270,10067/1441960151162165141,299
720270,29770530,299
720270,10.13039/100005985,299
720270,28521007,299
720270,uri:fef660f9-74f1-4686-aca2-1b58ad111b90,299
720270,27613656,299
720270,10.1073/pnas.1523583113,299
720270,PMC5772167,299
720270,10.1016/j.neubiorev.2016.05.012,299
720270,10.1016/j.media.2016.01.003,299
720270,10.3389/fnins.2017.00341,299
720270,10.1142/S0129065717500174,299
720270,28407562,299
720270,10.3389/fncom.2018.00044,299
720270,28230846,299
720270,10.5281/zenodo.1412344,299
720270,10.3389/fnana.2018.00027,299
720270,10.1002/hbm.23342,299
720270,10.1109/TSP.2017.2752697,299
720270,27375436,299
720270,10.3389/fncir.2017.00021,299
720270,29951577,299
720270,10.1007/s00429-018-1727-9,299
720270,10.1016/j.neubiorev.2018.08.003,299
720270,10.1007/978-3-319-77398-8_10,299
720270,10.1113/JP272231,299
720270,10.3389/fncom.2016.00076,299
720270,10.1371/journal.pcbi.1006423,299
720270,PMC5266697,299
720270,10.1371/journal.pcbi.1004994,299
720270,10.1371/journal.pcbi.1006216,299
720270,PMC5269660,299
720270,PMC5609538,299
720270,PMC6030235,299
720270,29767726,299
720270,10.1146/annurev-vision-111815-114443,299
720270,PMC5741269,299
720270,10.1016/B978-0-444-63622-5.00003-6,299
720270,10.3389/fnagi.2017.00301/full,299
720270,10.3389/fneur.2018.00665/full,299
720270,10.1088/1741-2560/13/5/051001,299
720270,28974727,299
720270,10.1007/s10827-018-0680-1,299
246806,10.3204/PUBDB-2017-00932,715
246806,10.1103/PhysRevLett.109.032001,715
246806,10.1007/JHEP09(2016)074,715
246806,10.1007/JHEP06(2016)177,715
246806,10.1016/j.physletb.2016.01.057,715
246806,10.1016/j.physletb.2016.06.039,715
246806,10.1103/PhysRevD.92.072001,715
246806,10.1103/PhysRevD.93.052009,715
246806,10.1007/JHEP01(2015)068,715
246806,10.1103/PhysRevD.90.112015,715
246806,10.1007/JHEP09(2014)112,715
246806,10.1140/epjc/s10052-015-3534-2,715
246806,10.1007/JHEP11(2012)094,715
246806,10.1007/JHEP03(2016)127,715
246806,10.1007/jhep09(2012)041,715
246806,10.1103/PhysRevLett.108.111803,715
246806,10.1103/PhysRevD.93.052002,715
246806,10.18154/RWTH-2017-09671,715
246806,10.1140/epjc/s10052-016-4325-0,715
246806,10.1007/JHEP05(2014)071,715
246806,10.1016/j.physletb.2015.11.071,715
246806,10.1103/PhysRevLett.116.172301,715
246806,10.1140/epjc/s10052-015-3408-7.,715
246806,10.1016/j.physletb.2012.03.022,715
246806,10.1016/j.physletb.2017.06.053,715
246806,10.1016/j.physletb.2013.10.055,715
246806,10.1103/PhysRevLett.112.091804,715
246806,10.1140/epjc/s10052-014-3117-7,715
246806,10.1016/j.physletb.2015.10.067,715
246806,10.1103/PhysRevD.91.112013,715
246806,10.1103/PhysRevD.95.092001,715
246806,10.1103/physrevd.89.092009,715
246806,10.1007/JHEP01(2016)064,715
246806,10.1140/epjc/s10052-015-3726-9,715
246806,10.1140/epjc/s10052-014-2965-5,715
246806,10.1140/epjc/s10052-015-3851-5,715
246806,10.1016/j.physletb.2012.11.058.,715
246806,10.3204/PUBDB-2017-12633,715
246806,10.1103/PhysRevD.85.012003&component=fulltext&description=markup&format=xml,715
246806,10.1103/PhysRevD.92.092004/apsxml,715
246806,10.1140/epjc/s10052-016-3988-x,715
246806,10.1007/JHEP03(2017)113,715
